__ObjectId,Date,latitude,longitude,PK_SiteClass,ClassName,SiteName,Description,FK_Site,Elevation,
125,x9/19/2020,31.6448523124268,-109.335077893411,8ec874a8-d6b5-474f-ac7a-3e063b10f41a,Doane Pasture,03-05-01-00123-232-C04,From Shapefile,71970615-c842-44c6-93bd-5b39142a5d09,
126,x9/14/2020,31.5771750436065,-109.414150781124,6eb65108-2801-4d15-a369-3e08f4463e06,Big East Pasture,03-05-01-00124-242-C02,From Site Notes,43ed1f8a-6a40-4393-a7b3-887903573475,5013
127,x9/14/2020,31.5766957225636,-109.394549497596,6eb65108-2801-4d15-a369-3e08f4463e06,Big East Pasture,03-05-01-00124-242-C03,From Shapefile,c940da3f-ea94-43bf-b099-443cc73917b6,
128,x10/1/2015,31.3785712698482,-111.038102012084,48791faa-a650-4ec8-b0d7-3ea68466df4e,Lower Marstellar Pasture,03-05-02-00218-002-C06,From Site Notes,2923f83d-844c-44c5-b2d7-aa359470ffdf,4306
129,x10/17/2020,32.6737025649527,-109.755242980892,ce04d474-e178-464b-b80b-3f2c749a586c,Veach Pasture,03-05-04-00416-16A-K01,From Shapefile,c01c8cb0-e30d-4679-b3a4-923f280373fb,
130,x11/24/2010,32.6043262153056,-109.755798573293,ce04d474-e178-464b-b80b-3f2c749a586c,Veach Pasture,03-05-04-00416-16A-K02,,9fc1c0f4-82c1-448e-a97d-35ddca5c5755,
131,x10/17/2020,31.5727717008199,-110.481090371648,21fdf239-c805-4d82-9a2a-401c7185ccf5,Lyle Pasture,03-05-03-00328-001-C01,From Shapefile,87a6da0b-b4ea-4f93-ac7c-60c1064918bb,
132,x2/10/2014,31.420380592266,-110.657183307476,8779f722-1e81-47a0-bb2b-409d0ac16dea,Forest Pasture,03-05-03-00350-001-C01,,dca4a98e-280c-4d47-9303-077b768fd850,5180
133,x11/12/2015,31.4488772051357,-109.057760135974,43a45cb0-547d-49ce-b580-40f8ddcc0087,Sycamore Pasture,03-05-01-00138-384-C01,From Shapefile,1a917593-2415-45c1-8536-e3ca51fb0fc9,5250
134,x11/12/2015,31.4419321825747,-109.051264701534,43a45cb0-547d-49ce-b580-40f8ddcc0087,Sycamore Pasture,03-05-01-00138-384-C02,From Shapefile,43538818-2431-4f45-8fab-50a209cbe50b,5275
135,x9/19/2020,31.4405278367348,-109.077711646698,43a45cb0-547d-49ce-b580-40f8ddcc0087,Sycamore Pasture,03-05-01-00138-384-C03,From Shapefile,f1c7a085-f670-4fd4-b8ec-7a5cba7847a9,
136,x9/22/2020,31.6896044046734,-109.323455356274,97595e59-d164-41d8-8657-41453d56543b,Lower Tex Pasture,03-05-01-00121-123-C02,From Shapefile,4aebf4a4-fd60-41ff-a1e4-435a0789dfcd,
137,x10/16/2020,32.6721470513876,-109.98966357499,b27e0c4b-0f9f-485e-9f2e-41730ffb38be,Bonita Pasture,03-05-04-00424-24A-K01,From Shapefile,0f78a880-bfa0-443a-9654-420e2ba17fe4,
138,x10/17/2020,32.2949108971685,-110.666252414484,1fa6072e-dbf0-418c-876d-41c3a943b051,Palo Verde Pasture,03-05-05-00504-008-C01,From Shapefile,f3288072-717b-400c-b191-0dbb605e8d0c,
139,x10/10/2012,31.8212339606755,-110.369900373037,ff7be869-de12-43cd-aeb4-4208829a3cb9,French Joe Trap Pasture,03-05-03-00318-001-C06,,e334da2b-2e72-46c3-9e18-dce489090b62,
140,x9/21/2020,31.9196887378548,-109.932473190462,bb3f6254-7bda-45ec-a94e-42536b12f284,Grapevine Pasture,03-05-01-00157-574-C05,From Site Notes,f8c7950c-9d8d-435d-b7c0-74c17f767cdd,4911
141,x10/20/2009,31.8449059359745,-109.406014775985,d198ef91-6ddc-4457-964f-4261feed4686,Southwest Pasture,03-05-01-00111-114-C01,T1 Start,2998aa5f-d95c-4884-bd18-40f09189a23d,5575
142,x11/15/2012,32.6280415195612,-110.242647018135,42e27281-a6e9-4286-87d3-43f2fc2c12e5,Paddy's River Pasture,03-05-04-00430-30A-K01,,67a83789-892c-47d0-8552-a7df61b6a75e,
143,x11/15/2012,32.6121428398913,-110.230055184209,42e27281-a6e9-4286-87d3-43f2fc2c12e5,Paddy's River Pasture,03-05-04-00430-30A-K03,,267ebcb4-bcc0-43dc-ae09-d733f6d6b49c,
144,x10/11/2011,31.8331903825766,-110.383303462852,b52899cf-1381-4702-a742-43ff67b9b468,Star Pasture,03-05-03-00306-008-C03,,7961dd1e-1c12-4575-990c-ec3de303c652,
145,x10/17/2020,31.4204313155381,-110.434669935212,95d866c3-c76b-4bb7-a145-4454c1f73af3,75 Pasture,03-05-03-00326-016-C01,,81e7fb81-60fc-4fe7-b927-2877925c7052,
146,x9/25/2012,31.3879578325816,-110.655460553395,f3334615-6efa-4122-a19e-445df92f92b6,Two Pasture,03-05-03-00345-003-C02,,e80b1a1d-8404-400d-a734-e057fa7af1f2,
147,x9/19/2020,31.5384646108109,-108.997487529867,06ba19a5-8b62-4d85-9a67-44603cd025f2,Graves Pasture,03-05-01-00133-331-C01,From Site Notes,1e2ac70b-28d7-452d-9485-22583a67f252,
148,x9/19/2020,31.5101832943961,-108.95902007513,2e214b70-ba0c-4482-be46-4481ad97d732,Lower Forest Pasture,03-05-01-00137-371-C02,From Shapefile,105928f3-4d51-4c69-9c33-aca9817f3456,
149,x9/21/2010,31.6075340003208,-110.765496151225,f5e2a8fa-4d09-4119-9238-45284f5e28c2,Smith-Stevens Pasture,03-05-02-00250-008-P01,,51d7d137-5ff8-4519-b0e6-f5fe8e2e724c,
150,x10/7/2010,31.5976145657698,-110.753841363058,f5e2a8fa-4d09-4119-9238-45284f5e28c2,Smith-Stevens Pasture,03-05-02-00250-008-P06,,185b5755-b535-4935-bd18-38165ef45f7d,4580
151,x10/3/2011,32.5252864182492,-109.771741957672,6c54ff51-9096-4c5b-9134-45e03cfb9023,Upper Home Pasture,03-05-04-00418-18J-K01,,16a6c959-178b-4926-a497-ff6f09e81e01,
152,x9/19/2020,31.4960840868162,-108.925862030047,6d6d28d9-e363-4f64-9d70-466c5f39df4b,House Pasture,03-05-01-00137-374-C03,From Shapefile,ad017160-8e68-4732-b020-3eb523284535,
153,x10/5/2009,31.5727818175733,-110.457453050594,c531eb7f-0b14-4596-a70a-47315b1c7e82,Sycamore Pasture,03-05-03-00344-001-C01,,21907eeb-e63d-42cd-b0f7-c4b309a89597,
154,x10/26/2011,31.4784964115785,-110.520132096872,ab5a868e-f06a-48be-b6c7-47aff62554f0,Upper Pauline Pasture,03-05-03-00332-006-C02,Rock Carin,7c619583-e85d-4e5e-97c5-43d009bf4f99,5557
155,x11/16/2009,31.6158109249335,-110.887629670267,20681c2b-7d91-428b-8837-494f3f6c064d,East Pasture,03-05-02-00246-003-C01,,21fa5fd8-a7dd-4ed1-9c29-0001a4d755a4,4565
156,x11/17/2009,31.6140661805071,-110.857109551801,20681c2b-7d91-428b-8837-494f3f6c064d,East Pasture,03-05-02-00246-003-C02,,c80c4c54-6e7d-4069-b4fd-13fb55fef771,5587
157,x11/12/2009,31.6368289222552,-110.883122504528,20681c2b-7d91-428b-8837-494f3f6c064d,East Pasture,03-05-02-00246-003-C03,,582a98cc-d71b-40d3-b1f7-ae1e27397b05,5103
158,x11/12/2009,31.6151597212107,-110.876148903132,20681c2b-7d91-428b-8837-494f3f6c064d,East Pasture,03-05-02-00246-003-C05,,3cf2ab51-7758-403e-a7fe-2bce0bce08b3,4605
159,x10/16/2020,32.7503748957398,-110.431439254443,4ebe289c-cc88-47de-9e9d-4967750ec01d,Copper Creek Pasture,03-05-04-00444-44A-K01,From Shapefile,6b7da9ed-1b3b-4785-b5cf-2a1eb6641d4a,
160,x9/18/2012,32.7247586775596,-110.437930142729,4ebe289c-cc88-47de-9e9d-4967750ec01d,Copper Creek Pasture,03-05-04-00444-44A-K02,,91e51c92-3a93-4999-bf0b-f9b86513f7d0,5230
161,x12/11/2012,32.7008960519096,-109.814659510145,fb3b7da0-8044-4d4b-8f0b-4986c60f7042,Upper Marijilda Pasture,03-05-04-00415-15C-K01,,19aaa549-6ca5-4e27-ac10-d6b0b8c4f60c,5584
162,x10/17/2011,32.547871272816,-109.80526895238,7d4753d0-92c0-4330-add7-4b6373f8bbf3,Upper Cove Pasture,03-05-04-00418-18D-K01,,27944c02-fae5-40dc-9429-aaa8a4fc0adf,
163,x9/22/2009,31.5460526559118,-110.58916166532,2ee2ee08-cf2d-4dcb-89aa-4c4568a610cc,Pinto Pasture,03-05-03-00334-013-C02,north aspect- top of ridge near trail.  Park on dam of pinto tank-transect approx. 600' from tank.,820e292a-bc3e-4986-88da-0e4d160a973c,5500
164,x10/17/2020,31.427920297165,-110.257888820237,25512e9e-48e1-4040-aa71-4c89ea49d744,Miller Canyon Pasture,03-05-03-00330-001-C01,,43fad14a-ff71-4d16-875c-1baae85e3385,
165,x10/17/2020,32.3949812544641,-110.611849163715,39dddab2-c980-467f-84ed-4cbf1ffcdceb,Buehman Canyon Pasture,03-05-05-00505-001-C01,From Shapefile,5d876115-2ea6-4fd9-b23c-652c7373409e,
166,x10/17/2020,32.4057491658849,-110.638005293342,39dddab2-c980-467f-84ed-4cbf1ffcdceb,Buehman Canyon Pasture,03-05-05-00505-001-C02,From Site Notes,97a1e574-2417-4482-bb23-8d7c9be7a048,
167,x10/17/2020,32.4107839712843,-110.616981852506,39dddab2-c980-467f-84ed-4cbf1ffcdceb,Buehman Canyon Pasture,03-05-05-00505-001-C03,From Shapefile,4f03c67e-dcbb-488e-ad68-0c94aebe0031,
168,x9/21/2020,31.6158001952607,-109.361832702779,bd23d0f7-4805-43d1-9b24-4d126edd2ca2,Halfmoon Pasture,03-05-01-00125-252-C02,From Shapefile,711ec162-a952-42e5-9ade-139c69d6d0b4,
169,x9/21/2020,31.594884749638,-109.357192933446,bd23d0f7-4805-43d1-9b24-4d126edd2ca2,Halfmoon Pasture,03-05-01-00125-252-C03,From Shapefile,ec7ece6d-200a-4ebe-b59c-7a31e8f2d15b,
170,x10/5/2009,31.3745940391033,-111.162654885598,994aff8f-c94f-4024-8ed6-4d8cbb079249,Border Pasture,03-05-02-00208-002-C02,,9b85da44-35ed-426d-bdf4-760b815ab42a,4694
171,x10/17/2020,31.511593654915,-110.468422470168,199b6088-4217-4969-b43d-4dbc814af0dc,Algerita Pasture,03-05-03-00327-007-C01,From Shapefile,b8864843-4b94-4e9a-a9c7-aee8dd167179,
172,x10/15/2012,31.5369355837782,-110.545178852162,dc087567-8693-4427-b90f-4e417c101b7a,Bull Pasture,03-05-03-00332-002-C01,,19ce1126-01bc-4afc-bee2-670b36b6b25b,
173,x10/17/2020,32.4844002892765,-110.855995541832,1288de2c-3a9d-4abe-a745-4eeb309915b1,Iron Springs Pasture,03-05-05-00513-003-C03,From shapefile,257926a3-62bc-4513-9cf5-9582990c7e43,
174,x11/12/2009,31.8994097034852,-109.217460926843,970a416d-baff-481c-9a7f-4f7dc6c284a0,Whisker Pasture,03-05-01-00107-706-C01,Start T1,17f1e839-3a27-4458-83cd-10443b1f1b19,5729
175,x9/29/2009,31.7414617925374,-110.721483178724,9d135846-4b3c-4fcf-9ddc-51095ddb55fb,Gardner Pasture,03-05-02-00241-004-C04,,9404875f-1c8d-4295-88e4-33bd16e26eba,5070
176,x12/10/2014,31.734045966403,-110.709523629338,9d135846-4b3c-4fcf-9ddc-51095ddb55fb,Gardner Pasture,03-05-02-00241-004-K15,,8c3842ff-00bd-4315-895f-dbf9879149f1,5017
177,x10/4/2012,32.5850563117433,-110.217298606845,5022501c-14a6-478d-abc8-5109c7d1c56f,South Pasture,03-05-04-00431-31B-K01,,39bad8d2-5b8c-492f-a446-586f68f04046,
178,x10/17/2020,31.5651346857986,-110.600479568416,5c04ab35-6c78-4b92-86bc-5158b9044275,La Falda Pasture,03-05-03-00334-010-C01,,de39bca9-e519-4b03-b6fb-427ade7da564,
179,x11/23/2010,32.586479391386,-110.784558767084,073d3ea0-c1e0-440e-bd6f-51ba8c7e7a0d,Irene Pasture,03-05-05-00503-004-C05,,0f12c933-3964-486a-8ae7-0a8e05d6bccb,4635
180,x9/22/2011,32.5335678792156,-109.711446453278,71c6c568-9e66-4108-8767-5269ff9296d5,Oak Draw Pasture,03-05-04-00418-18G-K01,,90c827fc-9680-460e-8af3-35957d70c24d,
181,x9/19/2020,31.6366010309141,-109.013646777488,acc7dac6-08dc-4d8c-bc98-52d2dcfe7949,Long Canyon Pasture,03-05-01-00129-295-C02,From Shapefile,ec6b0e94-8e92-4c50-8b30-0100b9eb2fb1,
182,x9/15/2011,32.5626696750125,-109.718806134795,48e2948a-b8eb-408a-b5f1-532562a5f2ff,South Pasture,03-05-04-00417-17H-K01,,8fde5111-0c7a-4cef-b52c-1006b3c6a5f1,
183,x12/13/2010,32.538657047708,-110.247338478248,1738baf3-ebab-4597-bfce-548948fcd376,Knob Tank Pasture,03-05-04-00434-34A-K01,,a847eb0e-eba4-4541-b77b-bb5545e2022d,
184,x10/17/2020,32.5231663582761,-110.240983307394,1738baf3-ebab-4597-bfce-548948fcd376,Knob Tank Pasture,03-05-04-00434-34A-K02,From Shapefile,6b5493a9-b042-4195-b3fb-cdf71e93c5a5,
185,x9/21/2010,31.5869306580136,-110.762617647606,93652571-e2bd-4c53-ad0e-54aa1be172a0,Gringo Pasture,03-05-02-00250-007-C04,,fe444648-6088-47c1-b95f-a0cea543d581,
186,x10/16/2020,32.9041262766509,-110.221721380903,eaf011d9-8c33-4e60-901a-54ba8bfe59a7,Holdout Pasture,03-05-04-00404-04X-K01,From Shapefile,4e1d1724-6cbb-4c84-a71a-c26038132232,
187,x10/17/2020,31.4811937058872,-110.689535670501,a4e49616-97c3-4e3e-b463-55e246724b81,Middle Pasture,03-05-03-00319-002-C03,From Shapefile,86b56d9b-6a31-4cae-8ce1-0a17452d07d6,4950
188,x9/11/2012,32.5957929961811,-109.851432565028,97f107f5-3a9d-489e-a02e-55f9abe35cc8,Stockton Pass Pasture,03-05-04-00419-19C-K01,,b4652a4c-9a18-4c8a-8c1e-e5a51bd5c65a,5778
189,x10/16/2020,32.5277417072177,-110.365027391688,7c44063e-761d-41ff-955e-5680c3de2209,Bayless Pasture,03-05-04-00440-40A-K01,From Shapefile,76aa4b43-d4c1-4e04-a45f-5ca42213c51e,
190,x11/22/2011,32.9167400522265,-110.166321197703,61e8183a-72a6-4c3c-a77c-56a463629d8a,Kane Springs Pasture,03-05-04-00405-05A-K02,,53a84df1-0adf-4080-becb-4f28a7193efe,
191,x10/16/2020,32.4858222640827,-109.830365322857,478d253e-e29f-46dc-8ba6-56df1f5b18aa,Snake Pasture,03-05-04-00452-52C-K01,From Shapefile,fc5b37a6-e80a-48a4-986a-7be861ed4e55,
192,x9/22/2020,32.0919556579517,-109.277303856527,8fe263f5-1a4d-4c80-8bc4-5717dc6fac56,Willie Rose Pasture,03-05-01-00147-471-C01,From Shapefile,8e60698c-3002-4364-8ec0-244d09ea3f81,
193,x9/22/2020,32.084422824229,-109.267295574913,8fe263f5-1a4d-4c80-8bc4-5717dc6fac56,Willie Rose Pasture,03-05-01-00147-471-C02,From Shapefile,672df74c-bf49-4888-9638-394506b3a500,4729
194,x10/4/2012,32.5968100297596,-110.224549212316,007ea815-c29f-4ae9-850b-571a720c9736,North Pasture,03-05-04-00431-31A-K02B,,746ed9b1-1b2a-4d9a-a86f-b22509a01734,
195,x10/17/2020,31.3992715538488,-110.686881355181,60c9ce2b-845c-4b23-ac52-599fdd312d16,Three Pasture,03-05-03-00345-004-C06,From Site Notes,17eccef7-e672-4c7a-abf0-6c4eb4adc92b,
196,x10/13/2010,31.4689884656499,-110.686733743118,de38516d-ba2c-499b-a67f-5a62213738bb,Big Canyon Pasture,03-05-03-00315-003-C05,,f4c57508-8f0e-4286-9ac8-175f162ce321,
197,x10/17/2020,32.1811958361304,-110.466244255624,254917a6-5ba8-4ca2-8819-5aa775e08243,Lower Turkey Creek Pasture,03-05-05-00518-004-C01,From Shapefile,1e18126b-92ba-486f-b698-335202fe799f,
198,x10/17/2020,32.1607486768707,-110.473744818628,254917a6-5ba8-4ca2-8819-5aa775e08243,Lower Turkey Creek Pasture,03-05-05-00518-004-C02,From Shapefile,7c89d637-863b-47c1-95de-1282e9610f1f,
199,x12/15/2009,31.8766724189501,-109.237021262846,099b05a9-bc3e-4767-9455-5bcbddae31cb,Green House Pasture,03-05-01-00107-704-C02,Start T1,8903e105-c1a4-4de1-88a8-ddec59d2522c,6033
200,x11/18/2009,31.8847898095036,-109.214359765475,099b05a9-bc3e-4767-9455-5bcbddae31cb,Green House Pasture,03-05-01-00107-704-C04,Start T1,27e9f83b-c50f-469c-9687-dfff18e87a1c,5570
201,x10/16/2020,32.7312431781351,-110.398764603102,48f1ac36-a35b-45ea-8e9d-5d7becfd2320,Upper Pasture,03-05-04-00425-25A-K01,From Shapefile,47629250-9fad-4094-ab01-c915dd8e65c2,
202,x9/22/2020,31.5383568403721,-109.070843434905,dbe94c1a-3bc4-4356-8ae6-5ddc54dcb6f2,Fairchild Pasture,03-05-01-00131-312-C01,From Shapefile,5daf86f8-12a8-4af8-9ffa-b24d2150c443,
203,x9/22/2020,31.5339464549235,-109.085878173661,dbe94c1a-3bc4-4356-8ae6-5ddc54dcb6f2,Fairchild Pasture,03-05-01-00131-312-C02,From Shapefile,6a3e73f5-745c-405f-8ccc-c4a692d1e105,
204,x9/22/2020,31.5202600699762,-109.092938615843,dbe94c1a-3bc4-4356-8ae6-5ddc54dcb6f2,Fairchild Pasture,03-05-01-00131-312-C03,From Shapefile,b555aeca-1796-451e-ab52-57bbf798a25d,
205,x11/28/2012,32.6941530641087,-110.295278925682,d56c8aa9-f8ce-4804-ab67-5ded3726737d,Willow Creek Pasture,03-05-04-00428-04A-K01,,f2fb269a-ccec-4040-9fbc-e04888219303,
206,x11/28/2012,32.7005399661887,-110.308308431659,d56c8aa9-f8ce-4804-ab67-5ded3726737d,Willow Creek Pasture,03-05-04-00428-04A-K02,,b5c37f42-09e5-4a80-9e2d-c430a270774f,
207,x4/8/2006,32.379849314909,-110.613667982704,12917330-e32d-4593-bcc4-5dee4bfc6d50,Iron Spring Pasture,03-05-05-00502-003-C08,,6340be75-6c06-4367-a2c0-a35206fe7a51,
208,x9/21/2020,31.9309415751291,-109.928587880152,1fe96eb2-8ec6-4415-a954-5dfd25259ee3,Shield Pasture,03-05-01-00157-573-C03,From Site Notes,539cc048-4d22-45c5-bdcb-17b7a0fab61f,4648
209,x11/18/2009,31.6463776497443,-110.922840088599,03936567-d8f9-404d-a256-5e558e38f987,West Pasture,03-05-02-00246-002-C04,,3a31dae9-9520-42e8-b17e-f5698d6d25b1,4416
210,x11/16/2009,31.6308330706143,-110.910378215241,03936567-d8f9-404d-a256-5e558e38f987,West Pasture,03-05-02-00246-002-C06,,0ef0b279-52fb-49b2-b9d1-189dc541d5a0,4604
211,x9/22/2020,31.6750945404689,-109.310098812376,923a165b-4957-47bc-8ebb-5e59de0206d2,Shake Pasture,03-05-01-00121-124-C01,From Shapefile,25d9c63a-692c-424e-b1d1-7ab319b3d5d4,
212,x11/16/2009,31.5985927070797,-108.974692761764,8ad9e576-3de1-4b2c-837a-5e60d4f03063,North Forest Pasture,03-05-01-00136-002-C02,Start T1,4a3447c7-e573-48e6-a5c7-76afc37b2c8a,5548
213,x9/29/2010,31.6599386136238,-110.810848618863,86a3a82f-a821-486a-b9c4-5e67717e31ce,Walker Basin Pasture,03-05-02-00250-001-C01,,0969f637-3be5-40be-b259-25d7eedd6f89,
214,x9/21/2020,31.9234135164351,-109.17816319819,c8b7a748-60f3-411a-8762-5e84d2a065f0,Lower Silver Creek Pasture,03-05-01-00102-201-C01,T1,002e4408-ad6c-4b3f-a85e-7073d4cce12a,5380
215,x11/18/2009,31.6212023082904,-110.66082486104,e87d56e4-d45d-4492-9572-5e95c787ada3,3-C Pasture,03-05-03-00314-012-C01,,e0b40dd2-121c-41c4-8347-d9d8a82f81f2,5210
216,x9/24/2013,31.5950531788832,-110.618355677052,ccc6abdf-866d-4757-8ced-5eccd8bc61a8,Cordon Pasture,03-05-03-00334-006-C01,,4723b489-25b4-46be-a492-617a14870399,
217,x9/15/2010,31.3462471525029,-111.018839483295,8e9698db-64c5-42cd-8fb7-5f772822d079,Green Pasture,03-05-02-00219-004-C05,,7644f828-72f9-4e47-82e7-00f94c9a7b0e,4335
218,x11/1/2010,31.3470207223614,-110.550069117992,1c851a22-f7ce-453e-b129-5fca380a47e3,Canyon Pasture,03-05-03-00321-001-P01,,d89e1711-8751-4c45-a63e-18a79a521b05,4860
219,x10/15/2020,31.4806779568845,-111.291912220954,0a24b812-3f88-44b6-88d8-5fe0a72fa8db,Yanks Pasture,03-05-02-00206-005-C04,From Shapefile,c734aac6-e770-4725-8b7b-ad0f9c425ffe,
220,x10/17/2020,31.4814249790152,-110.471098769957,0d27a3f8-b18d-4a1f-a249-608fe081a1cd,Upper Lyle Pasture,03-05-03-00327-001-C01,,ea0a1a5f-a8ce-4821-a69f-9c830603fbee,
221,x10/16/2020,32.780780245798,-109.922918801281,877a227d-115a-441a-b509-60b7638c3552,Shingle Mill Pasture,03-05-04-00411-11A-K01,From Shapefile,e74af0e2-9d20-48bb-8d3b-2126f86d12f6,
222,x9/28/2010,31.623626518309,-110.832115848721,19c465f1-f39a-401a-9552-6154faefe560,Mountain Pasture,03-05-02-00250-002-C03,,56690867-029b-4dff-880f-32de9ae209a3,
223,x9/28/2010,31.6476307776253,-110.843062549155,19c465f1-f39a-401a-9552-6154faefe560,Mountain Pasture,03-05-02-00250-002-P04,,e92ba3a3-5e9c-4813-9165-dd567eea47eb,
224,x11/16/2011,32.4039600810898,-110.051166319575,1da17f8b-a118-48e9-b7d1-6169e921dd36,Oak Grove Pasture,03-05-04-00447-47A-K01,,6cde6239-d3ff-464d-b903-1d9d6a963d17,
225,x10/16/2020,32.3718936013136,-110.046675725472,1da17f8b-a118-48e9-b7d1-6169e921dd36,Oak Grove Pasture,03-05-04-00447-47A-K02,From Shapefile,faf40e64-674a-462a-b7b6-488308a67b57,
226,x10/18/2020,31.5327280247197,-110.50310628001,14ded491-e550-42a7-9cff-61c6bc02261f,House Pasture,03-05-03-00339-002-C03,,06fcd850-016e-4eee-935a-68377e4ee096,
227,x9/19/2020,31.8506930875476,-109.981876296187,7dfa1b43-f65f-4eeb-808d-61cbb0e5ad90,Middle Pasture,03-05-01-00155-557-C02,From Shapefile,0522ca33-dba0-4b87-9626-68f8276d3ae5,
228,x12/16/2009,31.7609414209015,-109.364633439904,fc9eee2e-3396-4e8f-ac99-622cb693b673,CCC Pasture,03-05-01-00114-146-C05,Start T1,df1a7d6f-44ba-4a98-b121-8e7e5bede3d4,5663
229,x10/17/2011,32.5592276814155,-109.786436306242,7dbee968-8ce4-4541-a86d-62770dd27f8b,Lower Cove Pasture,03-05-04-00418-18E-K01,,b6203b43-c8d5-443e-ab78-4346d4097432,
230,x10/26/2011,31.5696501232384,-110.555326233487,66c74f71-139f-4b9f-8903-632d15d81a68,West Pasture,03-05-03-00336-002-C02,,8dde7968-4ac0-44a7-af5d-fcbdd03eb6a7,
231,x10/17/2020,31.4378133287778,-110.647638447591,303efa90-2c1a-4180-b3be-63a64234f153,Apache Pasture,03-05-03-00342-011-C05,From Site Notes,22c1808a-233c-422a-a284-cbad96e219af,
232,x10/17/2020,32.2940976361165,-110.642687457919,2dc83f15-cc74-489e-b2e6-63b70aa696ea,Hill And Hill Pasture,03-05-05-00504-014-C02,From Shapefile,9a55efff-7675-4e90-bf7b-ac0a2681123d,
233,x10/17/2020,32.079190604472,-110.560283660556,96d543fc-378f-45bd-8e6d-644253209c5e,Upper Pasture,03-05-05-00525-003-C01,From Shapefile,1ea0a4cc-ada7-4544-989e-423a91407670,
234,x10/17/2020,32.0537813090413,-110.456752432456,dda63881-d57a-4030-9cdd-655655d1773c,Lower Cumero Pasture,03-05-05-00520-001-C03,From Shapefile,d6fcb601-f34b-48eb-945b-c42ac7dc9a6c,
235,x10/17/2020,32.2926888762052,-110.53675077674,afe045bf-41fc-4a6c-9da8-655730fdb694,East Park Pasture,03-05-05-00502-001-C10,From Shapefile,f20ed337-64cc-40bc-a5c5-07dcbb284b29,
236,x9/23/2009,31.5029669642468,-110.579651636626,5f9c1573-5a65-4f63-97c9-66572045ebc0,North Pasture,03-05-03-00347-001-C01,start,82ab0a89-f6c9-4168-8d62-6479a0e0ce31,5275
237,x9/22/2020,31.9893406079026,-109.254575700274,65f6a818-cfc5-43f5-b790-668bd9c6cc76,East Whitetail Pasture,03-05-01-00149-491-C03,From Shapefile,f3159e35-7d01-441d-b4f2-ee3a6d40b694,
238,x3/12/2007,31.6646849760919,-109.431608036175,a77ff001-d0c6-44a9-9d83-66cf207c0422,Chalkhill Pasture,03-05-01-00122-221-C01,From Shapefile,5f009d06-a9a6-4312-86e5-52e9867baedd,5000
239,x9/19/2020,32.031101674204,-109.250554376203,54eec3c2-b6f4-4f1c-b201-66dcfaa11662,Holding Pasture,03-05-01-00150-503-C01,T1,766c196d-851a-4edd-b5f0-8eb7e4c0e81c,
240,x10/16/2020,32.7443457074474,-110.354369335193,129de826-7e34-4ef4-a2dc-677560fe8e3b,Squaw Basin Pasture,03-05-04-00426-26D-K01,From Shapefile,dc04bdf5-03c9-4b27-aa67-7bb80cdd8493,
241,x9/19/2020,31.6340641449111,-108.984160822465,8be0e6e7-ec87-4cb5-9314-67a4d0bec2db,Middle Pasture,03-05-01-00130-302-C03,T1,2c9d63af-b443-4428-abcd-b5a7a766add1,5672
242,x10/4/2012,32.5861682673518,-110.232312417453,60eaf5f9-eaf2-4123-861b-6921a9c84fe5,Upper Pasture,03-05-04-00431-31C-K03,,9e50d4e0-4ac5-4b0a-a2a2-2a114f2ef25c,
243,x10/30/2014,31.3829294453136,-110.747251313429,65e04cd8-c7d8-463e-8147-69b83b18da4d,Upper Alisos Pasture,03-05-03-00353-007-C08,,1cdccb73-2fa3-4e96-9796-a79e2236a4d2,
244,x10/16/2020,32.6180040330492,-109.899143172039,e57203ce-fa55-4c03-ba70-69fc819caf2e,Grapevine Pasture,03-05-04-00419-19A-K01,From Shapefile,6dbbd1ee-e98e-4ca0-9a26-985f11a27109,
245,x10/13/2009,31.8681557093573,-109.925625661301,b15702b9-3aba-40bd-82d4-6b142a4e5b9a,Bull Pasture,03-05-01-00158-586-C02,Start T1,83b4faab-8750-4da1-b2c8-695a164ec87e,5161
246,x10/16/2020,32.6798352671619,-110.245271371347,63d83a17-9815-4e52-9c2c-6c892a055665,Lower State Pasture ?????,03-05-04-00429-???-K01 ????? (Lower State),From Shapefile,108973c1-3fb6-4bd6-88e8-beb0d175c20e,
247,x9/15/2011,32.576984799411,-109.717952740773,aafb209a-328e-4dc5-93f1-6ca384a8e2b5,Rincon Pasture,03-05-04-00417-17G-K01,,37b96066-0807-4d04-bf01-58bfcb95480f,
248,x9/19/2020,32.0004729285032,-110.021934732737,420a1817-552f-452f-bc38-6d413959402e,Special Use Pasture,03-05-01-00152-525-C03,From Shapefile,303a02a5-baa0-4ae7-bb85-0b744b46c961,
249,x9/11/2012,32.6087783259663,-109.871920384811,a68533f5-4c4e-493a-8fe0-6dc933e363b4,Big Creek Pasture,03-05-04-00419-19B-K01,,2871e6e4-1d0c-4fbd-8c8a-5ae807275191,5756
250,x11/24/2009,31.3665296311649,-111.161168848229,ba8fb376-97f7-4219-b914-6e30471d2209,Upper Amado Pasture,03-05-02-00215-001-C01,,c55c445a-c135-45f4-b894-5c228d3b4dd8,
251,x3/29/2011,31.797136515275,-110.766001099261,2b8dade4-0cb5-4269-8d65-6ed2985e1d1c,Pasture 3,03-05-02-00235-003-C03,,304e9960-8e50-4e4b-909c-61c0122d70fe,4931
